case_id,score_batch,score_live,feature_visit_null,threshold_used,scored_ts
C000003148,0.1246,0.1246,False,0.62,2026-01-25
C000003149,0.3485,0.3485,False,0.62,2025-12-18
C000003150,0.1297,0.1297,False,0.62,2025-10-07
C000003151,0.0899,0.0899,False,0.62,2026-01-12
C000003152,0.3889,0.3889,False,0.62,2026-02-24
C000003153,0.5398,0.5398,False,0.62,2026-04-07
C000003154,0.3033,0.3033,False,0.62,2025-08-31
C000003155,0.306,0.306,False,0.62,2026-03-29
C000003156,0.2576,0.301,True,0.62,2025-10-29
C000003157,0.3868,0.3868,False,0.62,2025-10-09
C000003158,0.0375,0.0375,False,0.62,2025-11-17
C000003159,0.3796,0.3796,False,0.62,2026-05-09
C000003160,0.4035,0.4035,False,0.62,2026-02-22
C000003161,0.2622,0.2622,False,0.62,2026-01-05
C000003162,0.709,0.709,False,0.62,2026-07-14
C000003163,0.2495,0.2495,False,0.62,2026-03-19
C000003164,0.4133,0.4133,False,0.62,2025-08-24
C000003165,0.546,0.546,False,0.62,2026-02-07
C000003166,0.1059,0.1059,False,0.62,2026-03-03
C000003167,0.5338,0.587,True,0.62,2026-06-06
C000003168,0.5673,0.5673,False,0.62,2026-05-27
C000003169,0.327,0.327,False,0.62,2025-08-22
C000003170,0.3028,0.3028,False,0.62,2025-12-01
C000003171,0.5473,0.5473,False,0.62,2025-09-05
C000003172,0.3269,0.3269,False,0.62,2026-02-01
C000003173,0.6278,0.6767,True,0.62,2025-10-15
C000003174,0.3196,0.3196,False,0.62,2025-11-19
C000003175,0.5138,0.5138,False,0.62,2026-06-14
C000003176,0.3764,0.3764,False,0.62,2026-05-21
C000003177,0.36,0.36,False,0.62,2026-02-28
C000003178,0.3294,0.3294,False,0.62,2026-04-30
C000003179,0.4052,0.4581,True,0.62,2026-07-15
C000003180,0.279,0.279,False,0.62,2026-04-30
C000003181,0.4692,0.4692,False,0.62,2025-11-01
C000003182,0.4669,0.4669,False,0.62,2026-07-20
C000003183,0.4394,0.4394,False,0.62,2026-01-30
C000003184,0.4008,0.4008,False,0.62,2026-01-04
C000003185,0.3694,0.3694,False,0.62,2026-07-09
C000003186,0.6128,0.6128,False,0.62,2025-12-07
C000003187,0.4386,0.4386,False,0.62,2026-06-20
C000003188,0.4011,0.4011,False,0.62,2026-02-19
C000003189,0.2923,0.2923,False,0.62,2025-11-23
C000003190,0.4722,0.4722,False,0.62,2026-01-18
C000003191,0.3838,0.3838,False,0.62,2026-02-20
C000003192,0.2622,0.2622,False,0.62,2025-10-05
C000003193,0.4779,0.4779,False,0.62,2026-01-29
C000003194,0.3641,0.3641,False,0.62,2026-04-13
C000003195,0.3878,0.3878,False,0.62,2025-09-26
C000003196,0.2791,0.2791,False,0.62,2026-04-01
C000003197,0.6243,0.6243,False,0.62,2026-05-28
C000003198,0.3591,0.3591,False,0.62,2026-04-13
C000003199,0.3392,0.3392,False,0.62,2026-01-01
C000003200,0.3472,0.3472,False,0.62,2025-10-11
C000003201,0.2235,0.2235,False,0.62,2025-10-12
C000003202,0.5479,0.6006,True,0.62,2026-02-04
C000003203,0.3873,0.3873,False,0.62,2026-03-28
C000003204,0.3553,0.3553,False,0.62,2025-11-07
C000003205,0.4378,0.4378,False,0.62,2025-08-26
C000003206,0.3643,0.3643,False,0.62,2026-04-07
C000003207,0.4982,0.4982,False,0.62,2026-02-01
C000003208,0.5273,0.5273,False,0.62,2026-01-01
C000003209,0.4498,0.4498,False,0.62,2026-02-12
C000003210,0.4977,0.4977,False,0.62,2026-01-06
C000003211,0.4616,0.5155,True,0.62,2026-03-16
C000003212,0.2813,0.2813,False,0.62,2026-01-10
C000003213,0.5582,0.5582,False,0.62,2026-01-30
C000003214,0.4323,0.4323,False,0.62,2026-01-05
C000003215,0.3844,0.3844,False,0.62,2026-05-16
C000003216,0.5622,0.5622,False,0.62,2026-03-23
C000003217,0.4248,0.4248,False,0.62,2025-12-09
C000003218,0.4779,0.4779,False,0.62,2025-08-08
C000003219,0.3971,0.4497,True,0.62,2026-01-12
C000003220,0.2532,0.2532,False,0.62,2026-07-07
C000003221,0.2558,0.2558,False,0.62,2025-11-15
C000003222,0.2479,0.2479,False,0.62,2026-04-21
C000003223,0.0868,0.0868,False,0.62,2026-02-20
C000003224,0.2491,0.2491,False,0.62,2026-04-19
C000003225,0.2844,0.2844,False,0.62,2025-12-11
C000003226,0.5046,0.5046,False,0.62,2026-04-03
C000003227,0.3711,0.3711,False,0.62,2026-01-19
C000003228,0.3851,0.3851,False,0.62,2025-12-14
C000003229,0.5624,0.5624,False,0.62,2026-01-22
C000003230,0.2504,0.2504,False,0.62,2025-10-13
C000003231,0.3672,0.3672,False,0.62,2025-11-14
C000003232,0.4155,0.4155,False,0.62,2026-04-06
C000003233,0.1673,0.1673,False,0.62,2026-02-16
C000003234,0.3829,0.3829,False,0.62,2026-02-25
C000003235,0.5465,0.5465,False,0.62,2026-04-08
C000003236,0.4088,0.4088,False,0.62,2025-11-15
C000003237,0.2143,0.2143,False,0.62,2025-09-29
C000003238,0.3079,0.3079,False,0.62,2026-02-19
C000003239,0.1316,0.1316,False,0.62,2025-11-30
C000003240,0.2382,0.2795,True,0.62,2025-10-02
C000003241,0.5043,0.5043,False,0.62,2025-11-16
C000003242,0.4369,0.4369,False,0.62,2026-02-08
C000003243,0.1158,0.1158,False,0.62,2026-02-24
C000003244,0.6218,0.6218,False,0.62,2026-01-17
C000003245,0.2311,0.2311,False,0.62,2026-03-10
C000003246,0.4189,0.4189,False,0.62,2025-10-01
C000003247,0.3835,0.3835,False,0.62,2026-06-12
C000003248,0.3283,0.3776,True,0.62,2025-09-13
C000003249,0.1828,0.1828,False,0.62,2025-10-10
C000003250,0.3458,0.3961,True,0.62,2026-02-07
C000003251,0.1236,0.1236,False,0.62,2026-04-02
C000003252,0.3314,0.3314,False,0.62,2026-07-10
C000003253,0.4811,0.4811,False,0.62,2026-03-21
C000003254,0.3324,0.3324,False,0.62,2025-10-29
C000003255,0.0374,0.0374,False,0.62,2026-02-11
C000003256,0.0482,0.0482,False,0.62,2026-07-06
C000003257,0.5167,0.5167,False,0.62,2025-09-29
C000003258,0.513,0.513,False,0.62,2025-09-10
C000003259,0.3221,0.3221,False,0.62,2026-03-19
C000003260,0.331,0.331,False,0.62,2025-12-18
C000003261,0.3324,0.3324,False,0.62,2025-09-18
C000003262,0.4671,0.4671,False,0.62,2025-11-19
C000003263,0.1408,0.1408,False,0.62,2025-08-07
C000003264,0.4683,0.4683,False,0.62,2026-03-21
C000003265,0.3416,0.3916,True,0.62,2025-12-29
C000003266,0.0811,0.0987,True,0.62,2025-10-15
C000003267,0.4345,0.4345,False,0.62,2026-05-18
C000003268,0.3015,0.3488,True,0.62,2026-07-23
C000003269,0.0594,0.0594,False,0.62,2025-10-18
C000003270,0.6588,0.6588,False,0.62,2025-11-26
C000003271,0.6565,0.6565,False,0.62,2025-11-16
C000003272,0.4804,0.4804,False,0.62,2025-11-20
C000003273,0.4213,0.4213,False,0.62,2025-09-16
C000003274,0.4672,0.4672,False,0.62,2026-06-04
C000003275,0.1402,0.1402,False,0.62,2026-04-09
C000003276,0.1016,0.1016,False,0.62,2026-02-17
C000003277,0.3319,0.3319,False,0.62,2026-05-04
C000003278,0.0876,0.0876,False,0.62,2025-12-21
C000003279,0.3464,0.3464,False,0.62,2025-10-24
C000003280,0.4803,0.4803,False,0.62,2026-04-27
C000003281,0.0606,0.0606,False,0.62,2026-04-27
C000003282,0.4714,0.4714,False,0.62,2026-01-17
C000003283,0.4817,0.4817,False,0.62,2025-12-31
C000003284,0.0641,0.0641,False,0.62,2025-12-12
C000003285,0.3733,0.425,True,0.62,2026-07-31
C000003286,0.6888,0.6888,False,0.62,2026-05-19
C000003287,0.5185,0.5185,False,0.62,2026-07-06
C000003288,0.558,0.6104,True,0.62,2026-04-16
C000003289,0.5759,0.5759,False,0.62,2025-09-02
C000003290,0.4669,0.4669,False,0.62,2026-03-14
C000003291,0.5056,0.5056,False,0.62,2025-09-29
C000003292,0.5933,0.5933,False,0.62,2025-12-13
C000003293,0.3797,0.3797,False,0.62,2025-08-26
C000003294,0.4007,0.4007,False,0.62,2026-01-07
C000003295,0.3003,0.3003,False,0.62,2026-03-23
C000003296,0.4148,0.4148,False,0.62,2026-07-27
C000003297,0.3965,0.3965,False,0.62,2025-10-01
C000003298,0.3771,0.3771,False,0.62,2026-04-08
C000003299,0.404,0.404,False,0.62,2026-07-14
C000003300,0.2735,0.2735,False,0.62,2025-08-07
C000003301,0.1928,0.1928,False,0.62,2025-10-22
C000003302,0.4862,0.4862,False,0.62,2025-10-06
C000003303,0.4269,0.4269,False,0.62,2026-04-09
C000003304,0.4453,0.4453,False,0.62,2026-05-28
C000003305,0.4811,0.4811,False,0.62,2025-08-24
C000003306,0.2298,0.2298,False,0.62,2025-12-27
C000003307,0.343,0.343,False,0.62,2026-07-07
C000003308,0.4355,0.4891,True,0.62,2025-08-30
C000003309,0.277,0.3223,True,0.62,2025-08-12
C000003310,0.0906,0.1101,True,0.62,2025-10-16
C000003311,0.2512,0.2512,False,0.62,2026-03-27
C000003312,0.3804,0.3804,False,0.62,2025-11-15
C000003313,0.2997,0.2997,False,0.62,2025-10-13
C000003314,0.2694,0.2694,False,0.62,2026-03-21
C000003315,0.3544,0.3544,False,0.62,2026-03-05
C000003316,0.2138,0.2138,False,0.62,2026-04-29
C000003317,0.5274,0.5807,True,0.62,2026-03-10
C000003318,0.3969,0.3969,False,0.62,2026-05-01
C000003319,0.3403,0.3403,False,0.62,2026-05-03
C000003320,0.3039,0.3039,False,0.62,2026-05-15
C000003321,0.3065,0.3065,False,0.62,2025-11-22
C000003322,0.4332,0.4332,False,0.62,2025-09-17
C000003323,0.5036,0.5036,False,0.62,2025-09-24
C000003324,0.318,0.318,False,0.62,2026-03-01
C000003325,0.6788,0.6788,False,0.62,2025-09-13
C000003326,0.2952,0.342,True,0.62,2026-04-10
C000003327,0.3067,0.3067,False,0.62,2025-09-15
C000003328,0.2932,0.2932,False,0.62,2026-04-02
C000003329,0.3943,0.4468,True,0.62,2025-09-05
C000003330,0.3199,0.3199,False,0.62,2026-03-01
C000003331,0.3339,0.3339,False,0.62,2025-09-11
C000003332,0.3025,0.3025,False,0.62,2026-04-26
C000003333,0.4852,0.4852,False,0.62,2025-10-21
C000003334,0.0309,0.0309,False,0.62,2025-12-18
C000003335,0.7123,0.7123,False,0.62,2025-12-05
C000003336,0.3647,0.416,True,0.62,2025-08-15
C000003337,0.1301,0.1301,False,0.62,2026-01-07
C000003338,0.2238,0.2238,False,0.62,2025-12-07
C000003339,0.5003,0.5003,False,0.62,2025-11-29
C000003340,0.1261,0.1261,False,0.62,2026-01-27
C000003341,0.5411,0.5411,False,0.62,2025-11-04
C000003342,0.1363,0.1363,False,0.62,2026-01-09
C000003343,0.351,0.351,False,0.62,2026-07-04
C000003344,0.059,0.059,False,0.62,2026-01-15
C000003345,0.3527,0.4034,True,0.62,2026-07-19
C000003346,0.2341,0.2341,False,0.62,2026-06-11
C000003347,0.5326,0.5858,True,0.62,2026-01-10
C000003348,0.2714,0.3161,True,0.62,2025-08-30
C000003349,0.7422,0.7422,False,0.62,2026-03-15
C000003350,0.4592,0.4592,False,0.62,2026-01-25
C000003351,0.6001,0.6001,False,0.62,2026-02-17
C000003352,0.3031,0.3031,False,0.62,2025-11-24
C000003353,0.2321,0.2321,False,0.62,2025-12-13
C000003354,0.3747,0.4265,True,0.62,2025-08-20
C000003355,0.3638,0.3638,False,0.62,2025-10-17
C000003356,0.4226,0.4226,False,0.62,2025-09-11
C000003357,0.4339,0.4339,False,0.62,2026-07-22
C000003358,0.3868,0.3868,False,0.62,2025-12-25
C000003359,0.4275,0.4275,False,0.62,2025-10-14
C000003360,0.5514,0.5514,False,0.62,2025-11-03
C000003361,0.5017,0.5017,False,0.62,2025-08-28
C000003362,0.4711,0.4711,False,0.62,2025-10-24
C000003363,0.2248,0.2248,False,0.62,2025-10-20
C000003364,0.4124,0.4124,False,0.62,2026-04-11
C000003365,0.5079,0.5079,False,0.62,2026-02-13
C000003366,0.3884,0.3884,False,0.62,2026-02-09
C000003367,0.4187,0.4187,False,0.62,2026-05-21
C000003368,0.071,0.071,False,0.62,2025-12-25
C000003369,0.586,0.586,False,0.62,2025-11-05
C000003370,0.6064,0.6565,True,0.62,2025-08-30
C000003371,0.502,0.502,False,0.62,2026-05-06
C000003372,0.3719,0.3719,False,0.62,2026-07-24
C000003373,0.3351,0.3351,False,0.62,2025-09-06
C000003374,0.5873,0.5873,False,0.62,2026-02-12
C000003375,0.501,0.501,False,0.62,2025-10-13
C000003376,0.5573,0.6097,True,0.62,2026-04-08
C000003377,0.497,0.497,False,0.62,2026-06-20
C000003378,0.0744,0.0907,True,0.62,2025-08-23
C000003379,0.263,0.263,False,0.62,2026-07-14
C000003380,0.1628,0.1628,False,0.62,2026-05-09
C000003381,0.0655,0.0655,False,0.62,2026-01-07
C000003382,0.6171,0.6667,True,0.62,2026-05-17
C000003383,0.3684,0.3684,False,0.62,2025-10-10
C000003384,0.5919,0.5919,False,0.62,2025-09-26
C000003385,0.2927,0.2927,False,0.62,2026-04-14
C000003386,0.2114,0.2114,False,0.62,2026-05-05
C000003387,0.2833,0.2833,False,0.62,2026-04-23
C000003388,0.4608,0.4608,False,0.62,2026-01-09
C000003389,0.5313,0.5313,False,0.62,2026-03-16
C000003390,0.3579,0.3579,False,0.62,2025-10-05
C000003391,0.4202,0.4735,True,0.62,2025-12-25
C000003392,0.379,0.379,False,0.62,2025-11-10
C000003393,0.5479,0.5479,False,0.62,2026-04-24
C000003394,0.4258,0.4792,True,0.62,2026-05-29
C000003395,0.4673,0.4673,False,0.62,2025-12-14
C000003396,0.3349,0.3349,False,0.62,2026-02-28
C000003397,0.6034,0.6034,False,0.62,2026-05-15
C000003398,0.4319,0.4319,False,0.62,2026-03-08
C000003399,0.3108,0.3108,False,0.62,2025-12-29
C000003400,0.4549,0.4549,False,0.62,2026-06-14
C000003401,0.2358,0.2358,False,0.62,2026-03-20
C000003402,0.7249,0.7249,False,0.62,2026-03-05
C000003403,0.453,0.453,False,0.62,2026-02-20
C000003404,0.4637,0.4637,False,0.62,2026-07-02
C000003405,0.5919,0.6429,True,0.62,2026-05-13
C000003406,0.4484,0.4484,False,0.62,2026-05-11
C000003407,0.4641,0.518,True,0.62,2025-10-05
C000003408,0.5689,0.5689,False,0.62,2025-12-04
C000003409,0.4053,0.4053,False,0.62,2025-09-12
C000003410,0.529,0.529,False,0.62,2025-12-29
C000003411,0.5462,0.5462,False,0.62,2026-02-07
C000003412,0.4823,0.4823,False,0.62,2026-05-06
C000003413,0.4352,0.4352,False,0.62,2026-07-04
C000003414,0.4748,0.4748,False,0.62,2025-11-13
C000003415,0.5506,0.5506,False,0.62,2026-01-14
C000003416,0.4584,0.4584,False,0.62,2025-12-17
C000003417,0.5212,0.5212,False,0.62,2025-12-03
C000003418,0.5262,0.5262,False,0.62,2025-11-21
C000003419,0.2725,0.2725,False,0.62,2026-03-17
C000003420,0.3242,0.3242,False,0.62,2026-06-29
C000003421,0.45,0.45,False,0.62,2026-04-21
C000003422,0.2133,0.2133,False,0.62,2026-06-15
C000003423,0.4336,0.4336,False,0.62,2025-10-15
C000003424,0.3624,0.3624,False,0.62,2026-04-08
C000003425,0.3869,0.3869,False,0.62,2026-03-11
C000003426,0.5001,0.5001,False,0.62,2026-04-01
C000003427,0.4355,0.4355,False,0.62,2025-08-08
C000003428,0.4297,0.4832,True,0.62,2026-01-01
C000003429,0.5528,0.5528,False,0.62,2025-08-06
C000003430,0.4891,0.543,True,0.62,2025-08-21
C000003431,0.3876,0.3876,False,0.62,2025-09-07
C000003432,0.5329,0.5329,False,0.62,2025-10-28
C000003433,0.3874,0.3874,False,0.62,2025-10-14
C000003434,0.1276,0.1276,False,0.62,2025-11-08
C000003435,0.0884,0.0884,False,0.62,2026-05-08
C000003436,0.1714,0.1714,False,0.62,2026-04-20
C000003437,0.3197,0.3197,False,0.62,2026-04-25
C000003438,0.5042,0.5042,False,0.62,2025-09-21
C000003439,0.4374,0.4374,False,0.62,2026-06-19
C000003440,0.4742,0.4742,False,0.62,2026-03-20
C000003441,0.4864,0.4864,False,0.62,2025-08-24
C000003442,0.5362,0.5362,False,0.62,2026-02-11
C000003443,0.2541,0.2541,False,0.62,2025-11-08
C000003444,0.4629,0.4629,False,0.62,2026-06-26
C000003445,0.3376,0.3874,True,0.62,2026-06-17
C000003446,0.2137,0.2137,False,0.62,2026-07-04
C000003447,0.4614,0.4614,False,0.62,2026-04-30
C000003448,0.3514,0.3514,False,0.62,2026-01-24
C000003449,0.2499,0.2925,True,0.62,2026-01-08
C000003450,0.1186,0.1186,False,0.62,2025-11-22
C000003451,0.5516,0.5516,False,0.62,2026-01-06
C000003452,0.0831,0.0831,False,0.62,2025-11-17
C000003453,0.4118,0.4118,False,0.62,2026-06-28
C000003454,0.7219,0.7219,False,0.62,2026-06-19
C000003455,0.3252,0.3252,False,0.62,2026-01-19
C000003456,0.2548,0.2548,False,0.62,2025-11-07
C000003457,0.349,0.349,False,0.62,2026-07-07
C000003458,0.4622,0.4622,False,0.62,2026-04-19
C000003459,0.4654,0.4654,False,0.62,2026-01-07
C000003460,0.2965,0.2965,False,0.62,2025-09-09
C000003461,0.3806,0.3806,False,0.62,2026-07-11
C000003462,0.5847,0.5847,False,0.62,2025-10-03
C000003463,0.5277,0.5277,False,0.62,2026-05-20
C000003464,0.339,0.389,True,0.62,2026-02-05
C000003465,0.4358,0.4358,False,0.62,2026-06-17
C000003466,0.1735,0.1735,False,0.62,2026-06-01
C000003467,0.5151,0.5151,False,0.62,2025-12-20
C000003468,0.5063,0.5063,False,0.62,2026-04-05
C000003469,0.5206,0.5206,False,0.62,2025-10-06
C000003470,0.2438,0.2438,False,0.62,2025-12-08
C000003471,0.3694,0.3694,False,0.62,2026-05-11
C000003472,0.0836,0.0836,False,0.62,2026-05-14
C000003473,0.495,0.495,False,0.62,2025-11-27
C000003474,0.615,0.615,False,0.62,2026-05-04
C000003475,0.0668,0.0668,False,0.62,2025-09-17
C000003476,0.5471,0.5471,False,0.62,2025-08-13
C000003477,0.4705,0.5244,True,0.62,2026-01-08
C000003478,0.4279,0.4279,False,0.62,2026-01-17
C000003479,0.5963,0.5963,False,0.62,2025-12-25
C000003480,0.5418,0.5418,False,0.62,2026-04-09
C000003481,0.3417,0.3917,True,0.62,2025-10-04
C000003482,0.2197,0.2197,False,0.62,2025-11-20
C000003483,0.4606,0.5145,True,0.62,2025-09-17
C000003484,0.2749,0.32,True,0.62,2026-03-18
C000003485,0.1866,0.1866,False,0.62,2025-12-07
C000003486,0.0925,0.1122,True,0.62,2026-05-25
C000003487,0.5464,0.5464,False,0.62,2026-07-08
C000003488,0.4161,0.4161,False,0.62,2025-11-11
C000003489,0.3665,0.3665,False,0.62,2026-01-10
C000003490,0.6436,0.6436,False,0.62,2026-05-18
C000003491,0.1973,0.1973,False,0.62,2025-11-27
C000003492,0.1215,0.1215,False,0.62,2026-02-06
C000003493,0.5441,0.5441,False,0.62,2026-07-17
C000003494,0.6619,0.6619,False,0.62,2026-07-12
C000003495,0.5167,0.5167,False,0.62,2025-12-01
C000003496,0.3596,0.3596,False,0.62,2025-09-21
C000003497,0.3275,0.3275,False,0.62,2025-08-23
C000003498,0.4068,0.4068,False,0.62,2026-05-01
C000003499,0.2695,0.2695,False,0.62,2025-08-25
C000003500,0.0974,0.0974,False,0.62,2025-11-06
C000003501,0.4894,0.4894,False,0.62,2025-11-06
C000003502,0.0866,0.1053,True,0.62,2026-04-19
C000003503,0.5376,0.5376,False,0.62,2025-12-18
C000003504,0.1485,0.1485,False,0.62,2026-01-02
C000003505,0.5959,0.5959,False,0.62,2025-10-11
C000003506,0.3049,0.3049,False,0.62,2026-03-28
C000003507,0.5678,0.5678,False,0.62,2026-05-23
C000003508,0.4743,0.4743,False,0.62,2026-04-17
C000003509,0.2708,0.2708,False,0.62,2025-08-22
C000003510,0.3759,0.3759,False,0.62,2026-01-03
C000003511,0.2191,0.2191,False,0.62,2025-11-13
C000003512,0.3804,0.3804,False,0.62,2025-09-21
C000003513,0.344,0.344,False,0.62,2026-06-23
C000003514,0.2229,0.2229,False,0.62,2025-10-15
C000003515,0.0686,0.0686,False,0.62,2025-09-17
C000003516,0.1143,0.1143,False,0.62,2026-07-19
C000003517,0.4443,0.4443,False,0.62,2025-12-24
C000003518,0.3813,0.3813,False,0.62,2026-02-02
C000003519,0.6044,0.6547,True,0.62,2026-02-07
C000003520,0.4252,0.4252,False,0.62,2025-09-23
C000003521,0.4603,0.5142,True,0.62,2026-04-03
C000003522,0.5038,0.5038,False,0.62,2026-03-19
C000003523,0.3143,0.3143,False,0.62,2025-09-10
C000003524,0.3157,0.3157,False,0.62,2026-07-03
C000003525,0.4697,0.4697,False,0.62,2026-07-10
C000003526,0.3692,0.3692,False,0.62,2026-06-13
C000003527,0.4171,0.4703,True,0.62,2026-01-13
C000003528,0.3453,0.3956,True,0.62,2025-09-07
C000003529,0.5655,0.6176,True,0.62,2025-10-07
C000003530,0.5429,0.5429,False,0.62,2026-01-23
C000003531,0.5677,0.5677,False,0.62,2026-06-07
C000003532,0.3064,0.354,True,0.62,2026-03-19
C000003533,0.2972,0.2972,False,0.62,2026-02-13
C000003534,0.2578,0.2578,False,0.62,2025-12-05
C000003535,0.5613,0.5613,False,0.62,2026-02-20
C000003536,0.4977,0.4977,False,0.62,2026-05-17
C000003537,0.3093,0.3572,True,0.62,2026-07-24
C000003538,0.1375,0.1375,False,0.62,2025-08-25
C000003539,0.2766,0.2766,False,0.62,2026-02-22
C000003540,0.6105,0.6105,False,0.62,2026-02-07
C000003541,0.5001,0.5001,False,0.62,2026-07-17
C000003542,0.1187,0.1187,False,0.62,2025-08-23
C000003543,0.2744,0.2744,False,0.62,2026-06-16
C000003544,0.2873,0.2873,False,0.62,2026-05-18
C000003545,0.3644,0.3644,False,0.62,2026-05-22
C000003546,0.3912,0.3912,False,0.62,2025-08-28
C000003547,0.4501,0.4501,False,0.62,2026-06-21
C000003548,0.3741,0.3741,False,0.62,2026-07-16
C000003549,0.5406,0.5406,False,0.62,2025-12-01
C000003550,0.504,0.504,False,0.62,2026-02-14
C000003551,0.1187,0.1187,False,0.62,2025-11-01
C000003552,0.4525,0.5063,True,0.62,2025-08-08
C000003553,0.3017,0.3017,False,0.62,2026-06-22
C000003554,0.3712,0.3712,False,0.62,2026-07-29
C000003555,0.355,0.355,False,0.62,2026-02-22
C000003556,0.4145,0.4145,False,0.62,2026-06-06
C000003557,0.5058,0.5595,True,0.62,2026-07-28
C000003558,0.4915,0.4915,False,0.62,2026-05-23
C000003559,0.3453,0.3955,True,0.62,2026-03-20
C000003560,0.377,0.377,False,0.62,2025-11-13
C000003561,0.5447,0.5976,True,0.62,2026-06-30
C000003562,0.1138,0.1138,False,0.62,2026-05-22
C000003563,0.0346,0.0426,True,0.62,2025-11-21
C000003564,0.3881,0.3881,False,0.62,2026-04-22
C000003565,0.4344,0.4344,False,0.62,2026-04-22
C000003566,0.4709,0.4709,False,0.62,2025-10-28
C000003567,0.2583,0.3018,True,0.62,2026-07-12
C000003568,0.2403,0.2403,False,0.62,2026-06-29
C000003569,0.4917,0.4917,False,0.62,2026-05-19
C000003570,0.3019,0.3493,True,0.62,2026-02-01
C000003571,0.0976,0.0976,False,0.62,2025-12-24
C000003572,0.5279,0.5279,False,0.62,2026-01-20
C000003573,0.5772,0.5772,False,0.62,2025-11-10
C000003574,0.2964,0.2964,False,0.62,2025-09-19
C000003575,0.1402,0.1402,False,0.62,2026-04-13
C000003576,0.2968,0.3437,True,0.62,2026-05-15
C000003577,0.2655,0.2655,False,0.62,2026-07-28
C000003578,0.5931,0.5931,False,0.62,2025-10-03
C000003579,0.3531,0.4039,True,0.62,2026-06-24
C000003580,0.5944,0.5944,False,0.62,2026-06-28
C000003581,0.4773,0.5312,True,0.62,2025-10-28
C000003582,0.3171,0.3656,True,0.62,2025-10-10
C000003583,0.4068,0.4068,False,0.62,2025-08-02
C000003584,0.4044,0.4044,False,0.62,2026-02-07
C000003585,0.1364,0.1364,False,0.62,2026-05-21
C000003586,0.4276,0.4276,False,0.62,2026-04-19
C000003587,0.1881,0.1881,False,0.62,2025-11-17
C000003588,0.425,0.425,False,0.62,2025-09-02
C000003589,0.2485,0.2485,False,0.62,2026-07-20
C000003590,0.571,0.571,False,0.62,2025-08-25
C000003591,0.264,0.264,False,0.62,2026-02-10
C000003592,0.4614,0.5153,True,0.62,2026-07-04
C000003593,0.514,0.514,False,0.62,2026-01-23
C000003594,0.4563,0.4563,False,0.62,2025-09-21
C000003595,0.4948,0.4948,False,0.62,2026-01-28
C000003596,0.5102,0.5102,False,0.62,2025-09-03
C000003597,0.3041,0.3041,False,0.62,2025-12-04
C000003598,0.5312,0.5844,True,0.62,2026-06-19
C000003599,0.4465,0.4465,False,0.62,2025-12-01
C000003600,0.4011,0.4011,False,0.62,2025-11-30
C000003601,0.4118,0.4649,True,0.62,2025-10-02
C000003602,0.4805,0.4805,False,0.62,2026-05-18
C000003603,0.5974,0.5974,False,0.62,2026-04-21
C000003604,0.5506,0.5506,False,0.62,2025-11-30
C000003605,0.5192,0.5192,False,0.62,2026-06-02
C000003606,0.4008,0.4008,False,0.62,2026-06-16
C000003607,0.0385,0.0385,False,0.62,2025-08-10
C000003608,0.4314,0.4314,False,0.62,2026-06-22
C000003609,0.3305,0.3305,False,0.62,2025-08-20
C000003610,0.0756,0.0756,False,0.62,2026-06-10
